"","#features","#attributes","#binary constraints","#edges in BIG","#edges in Mutex graph","#mandatory relations","#mutex groups","#or groups","#xor groups","#implies","#excludes","#complex constraints","#cross tree constraints","#variables","#configurations","#distinct configurations","max domain size","real max domain size","enable or groups","Synthesis","Domain extraction","Feature and attribute extraction","Binary implications","Implication and Mutex graph","Hierarchy","Place attributes","Mandatory features","Feature groups","Mutex","Or","Xor","Group processing","Cross tree constraints","Binary implies","Binary excludes","Complex constraints","AFM construction"
"917",9,2,54634,8,0,0,0,0,0,0,0,0,0,10,10000,10000,5000,4328,"false",60503,136,5,1272,23,19,16,1,11,5,1,0,4,59012,3,2,59007,1
"918",9,2,54799,8,0,0,0,0,0,0,0,0,0,10,10000,10000,5000,4330,"false",62645,121,5,1251,23,19,16,0,12,6,0,1,3,61188,2,2,61184,1
"919",9,2,54896,8,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4355,"false",62273,145,6,1283,24,19,16,1,11,5,1,0,4,60759,3,2,60754,2
"920",9,2,55001,8,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4346,"false",60383,139,5,1279,23,19,16,1,11,5,1,0,4,58883,3,2,58878,1
"921",9,2,55422,8,0,0,0,0,0,0,0,2,2,10,10000,10000,5000,4380,"false",61976,126,6,1314,33,39,15,1,12,6,0,1,3,60417,2,2,60413,1
"922",9,2,101131,8,0,0,0,0,0,0,0,1,1,10,10000,10000,10000,6327,"false",136124,130,6,1471,27,19,20,1,12,6,0,1,3,134427,3,1,134423,1
"923",9,2,101931,8,0,0,0,0,0,0,0,0,0,10,10000,10000,10000,6339,"false",143623,135,6,1470,28,19,21,1,150,5,1,139,4,141780,3,2,141775,2
"924",10,1,57,9,0,0,0,0,0,0,0,0,0,10,10000,6395,20,20,"false",631,40,5,515,10,19,3,0,12,6,0,1,3,25,2,2,21,1
"925",10,1,87,9,0,0,0,0,0,0,0,0,0,10,10000,8263,50,50,"false",662,49,5,528,10,19,3,0,12,6,0,1,3,36,2,2,32,0
"926",10,1,87,9,0,0,0,0,0,0,0,0,0,10,10000,8304,50,50,"false",652,48,5,519,9,19,3,1,11,5,1,0,4,36,3,1,32,1
"927",10,1,137,9,0,0,0,0,0,0,0,0,0,10,10000,9124,100,100,"false",716,52,5,567,10,19,3,1,11,6,0,0,4,46,3,2,41,1
"928",10,1,1169,9,0,0,0,0,0,0,0,0,0,10,10000,9911,1000,1000,"false",979,66,5,739,11,19,4,0,12,6,1,0,4,120,3,1,116,1
"929",10,1,25197,9,0,0,0,0,0,0,0,0,0,10,10000,9981,5000,4333,"false",1396,91,6,889,21,19,14,1,11,5,1,0,4,340,3,2,335,1
"930",10,1,25475,9,0,0,0,0,0,0,0,0,0,10,10000,9977,5000,4328,"false",1379,91,5,878,21,19,14,1,11,5,1,0,4,334,3,2,329,1
"931",10,1,48877,9,0,0,0,0,0,0,0,0,0,10,10000,9987,10000,6290,"false",1694,101,5,1106,21,20,14,1,11,6,0,1,3,410,3,2,405,1
"932",11,0,20,10,0,0,0,0,0,0,0,0,0,10,10000,1023,10,2,"false",436,23,4,354,10,20,1,1,13,6,1,0,4,8,3,1,4,1
"933",11,0,20,10,0,0,0,0,0,0,0,0,0,10,10000,1024,200,2,"false",434,23,4,354,9,21,1,1,12,6,0,1,4,8,3,2,3,1
